MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,FECULTPREC,CODIGO_SIG,FECHAVRS,PRDSTKPROM,_NullFlags
01255,,BISMUTO SUBSALICILATO,120 mL,87.33 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,583800730002,,0,b'\x00'
01256,,BISMUTO SUBSALICILATO,150 mL,87.33 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,2.906114,3.487337,3.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583800730003,,0,b'\x00'
01260,,BISMUTO SUBSALICILATO,240 mL,87.33 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,4.871,5.48,6.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583800730012,,0,b'\x00'
01267,,BISMUTO SUBSALICILATO,,262 mg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.3,0.35,0.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583800730005,,0,b'\x00'
01274,,BISOPROLOL FUMARATO,,5 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.168,0.189,0.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583100050001,,0,b'\x00'
01277,,BLEOMICINA (COMO SULFATO),,15 mg (15 UI),M,P,INYECT,_,,,,,,_,_,_,1,S,40.995,46.119,50.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600580001,,0,b'\x00'
01323,,BROMOCRIPTINA (COMO MESILATO),,2.5 mg,M,P,TABLET,S,,,,,,_,_,_,1,S,0.42,0.462,0.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582700120001,,0,b'\x00'
01341,,PIRIDOSTIGMINA BROMURO,,60 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.957,1.077,1.19,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,586700020001,,0,b'\x00'
01344,,BROMURO DE ROCURONIO,5 mL,10 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,6.674,7.508,8.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,587000030001,,0,b'\x00'
01346,,BROMURO DE VECURONIO,1 mL,4 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,3.593,4.042,4.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,4.0,4.0,5.0,X,,,,,2018-05-10,587000060001,,0,b'\x00'
01358,,BUDESONIDA,200 DOSIS,200 µg/DOSIS,M,P,AEROSO,_,,,,,,_,_,_,1,S,10.3,11.588,12.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,EG-4686,0.0,0.0,0.0,X,,,,,2018-05-10,585000360004,,0,b'\x00'
01374,,BUPIVACAINA (SIN PRESERVANTES),10 mL,2.5 mg/mL,M,_,INYECT,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,580100200003,,0,b'\x00'
01378,,BUPIVACAINA CLORHIDRATO (SIN PRESERVANTES),20 mL,5 mg/mL (0.5 %),M,P,INYECT,_,,,,,,_,_,_,1,S,2.031624,2.234786,2.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580100200001,,0,b'\x00'
01391,,CABERGOLINA,,500 µg (0.5 mg),M,P,TABLET,S,,,,,,_,_,_,1,S,1.982,2.23,2.47,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900050001,,0,b'\x00'
0140001,,ACIDO SULFOSALICILICO,POLVO,100 GRS.,M,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140002,,ALCOHOL 96% (ALCOHOL ABSOLUTO) 1000 ML,,96% X 1 LT.,M,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140003,,GLICERINA,FCO,120 ML.,M,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140004,,LAMIVUDINA,FCO X 100 ML,,M,_,SOL,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140005,,ZIDOVUDINA,FRASCO,100 MG/5ML,M,_,JBE,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140006,,RETINOL,,100000,M,_,TAB,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140007,,FLUOR EN GEL  2%,240 ML,2%,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140008,,AGUJA P/ VACUTAINER,20 X 1,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140009,,AGUJA P/ VACUTAINER,21 X 1/2,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140010,,AGUJA P/ VACUTAINER,20 X 1/2,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140011,,CRIOVIAL,2 ML.,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140012,,CRIOVIAL,5  ML.,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140013,,PRUEBA INMONOCROMATOGRÁFICA PARA EL DIAGNÓSTICO RÁPIDO DE MALARIA,UNIDAD,,M,_,KIT,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140014,,PROTEINA C REACTIVA (PCR)  LATEX DIRECTO,          150   DETER,,M,_,UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140015,,TEST DE EMBARAZO,50  DET,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140016,,ACIDO NITRICO,250 ML,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140017,,ELISA PARA CHAGAS,96 DET,,M,_,KIT,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140018,,HISOPOS ESTERILES,,,I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140019,,HISOPO C/ALGINATO DE CALCIO,,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140020,,SUTURA  NYLON AZUL MONOFILAMENTO  75CM,,3/0   3/8 CC 15,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140021,,SUTURA NYLON AZUL MONOFILAMENTO  75  CM,,4/0  3/8  CC 25,I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140022,,SUTURA SEDA NEGRA TRENZADA  75 CM,,3/0  3/8 MR 30,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140023,,SUTURA SEDA NEGRA TRENZADA  75 CM,,6/0  3/8  CC 15,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140024,,SUTURA NYLON AZUL MONOFILAMENTO 75 CM,,3/0  3/8 CC 15,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140025,,GLICEROL,500  ML,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140026,,HIDROXIDO DE SODIO,1000 G,4 %,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140027,,HEMOGLOBINA SOLUBLE,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140028,,PIPETA SEROLÓGICA DE VIDRIO REFRACTORIO,10 ML.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140029,,COLORACIÓN GIEMSA,,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140030,,GLUTAMATO MONOSÓDICO,100 G,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140031,,HISOPOS  URETRALES  DE POLIESTER ESTERIL,,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140032,,PIPETAS DE TRANSFERENCIA ESTERIL,1  ML.,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140033,,TIPS DESCARTABLE P/MICROPIPETA,0 - 200  MICROLITROS,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140034,,TIPS DESCARTABLE P/ MICROPIPETA,200 - 1000  MICROLITROS,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140035,,GLICERINA QP,100  ML.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140036,,LANCETAS PARA ADULTOS,,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140037,,PIPETAS DESCARTABLES DE PLASTICO,3  ML.,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140038,,SUTURA SEDA NEGRA TRENZADA,2/0,91 M,M,_,CARRET,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140039,,SUTURA SEDA NEGRA TRENZADA,5/0,91 M,M,_,CARRET,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140040,,SUTURA SEDA NEGRA TRENZADA,3/0,91 M,I,_,CARRET,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140041,,SUTURA LINO RETORCIDO NO ESTEWRIL,0  3.5,91 M,I,_,CARRET,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140042,,SUTURA NYLON AZUL  MONOFILAMENTO 75 CM,,6/0   3/0  TC 25,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140043,,SUTURA NYLON AZUL MONOFILAMENTO 75 CM,,5/0  3/8  (TC 25),M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140044,,SUTURA SEDA NEGRA TRENZADA 75 CM,,2/0  1/2  (MR 35),I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140045,,SUTURA SEDA NEGRA TRENZADA 75 CM,,3/0 3/8  CC 30,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140046,,SUTURA SEDA NEGRA TRENZADA  75 CM,,0  3/0   MR 35,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140047,,SUTURA SEDA  NEGRA TRENZADA 75 CM,,4/0   3/8  MR 25,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140048,,SUTURA SEDA NEGRA TRENZADA 75 CM,,5/0  3/8 MR 35,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140049,,SUTURA SEDA NEGRA TRENZADA 75 CM,,5/0  1/2  CR 20,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140050,,SUTURA SEDA NEGRA TRENZADA 75 CM,,4/0   3/8  MR 25,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140051,,AGAR AZIDA SANGRE,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140052,,AGAR CAMPI  BAC  X GRAMO,500 GR.,,I,_,FCO,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140053,,AGAR CITRATO SOMMONS,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140054,,HEPATITIS B PRUEBA RAPIDA,100 DET,,I,_,KIT,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140055,,EDTA (ACIDO ETILENDIAMINO TETRACÉTICO), 100  ML.,3 %,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140056,,DISCO DE SENSIBILIDAD IMIPENEM,100 UG,,M,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140057,,GLUCOSA ENZIMATICA,100 ML,,M,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140058,,PIRAMIDON,100 ML,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140059,,REACTIVO THEVENON,500 ML,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140060,,TIPS DESCARTABLE,10 A 100  MCTL,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140061,,AGAR BAIRD PARKER,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140062,,AGAR ENDO,500  GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140063,,AGAR PLATE COUNT,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140064,,CALDO LACTOSADO,500 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140065,,VERDE DE MALAQUITA,100 GR.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140066,,PIPETA  GRADUADA DE VIDRIO,1 ML.,,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140067,,PIPETA GRADUADA, 5  ML.,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140068,,BILIRRUBINA ESTANDAR,5  ML.,,I,_,FCO,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140069,,CREATININA CINETICA,250 DET.,,I,_,KIT,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140070,,MECHERO DE VIDRIO,,,I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140072,,HISOPO VAGINAL DE POLIESTER ESTÈRIL,,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140073,,HISOPO ESTÈRIL,"15 CM (6"")",,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140074,,AGUJA DE SUTURA CURVA REDONDA,7,12,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140075,,APOSITO ADHESIVO TRANSPARENTE HIPOALERGICO,6 CM X 7 CM,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140076,,FERULAS DE MADERA,50 X7CM,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140077,,LANCETA PARA NIÑO,23 G X 2.25 MM,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140078,,LANCETA,23 G X 2.25 MM,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140079,,LANCETA PARA NIÑO,,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140080,,AGUJA DE SUTURA CURVA REDONDA,10,,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140081,,BOLSA COLECTORA DE SANGRE DOBLE,,450 ML,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140082,,AGUJA DE SUTURA CORTANTE RECTA,30 MM,,I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140083,,SUTURA ABSORBIBLECATGUT CRÓMICO 150 CM,,0 S/A,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140084,,SUTURA ABSORBIBLE CATGUT CRÓMICO 75 CM,1 1/2 CR 30 (MR 30),,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140085,,SUTURA ABSORBIBLE CATGUT CRÓMICO 75 CM,1 1/2 CR 40 (MR 40),,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140086,,SUTURA ABSORBIBLE CATGUT CRÓMICO 75 CM,2/0 1/2 CR 30 (MR 30),,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140087,,SUTURA ACIDO POLIGLACTIN MONOFILAMENTO (VICRYL O DEXON) 70 CM,0 1/2  CR 35 (MR 35),,M,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140088,,SUTURA ACIDO POLIGLACTIN (VICRYL O DEXON) 70 CM,1 1/2 CR 35 (MR 35),,I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140089,,SUTURA DE ACIDO POLIGLACTIN (VICRYL O DEXON) 70 CM,,3/0 3/8 MR 35 (CR35),I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140090,,SUTURA DE ACIDO POLIGLACTIN (VICRYL O DEXON) 70 CM,,4/0 3/8 TC 15 (CC15),I,_, UNI,_,,,_,S,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
0140091,,SUTURA DE ACIDO POLIGLACTIN (VICRYL O DEXON) 70 CM,,5/0 3/8 CC15 (TC 15),I,_, UNI,_,,,_,_,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-27 00:00:00,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
